timestamp,sensorType,glucose,sysBP,diaBP,hr,spo2,skinTemp,bodyTemp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
2025-09-17T13:37:44Z,AS7263,581.49,269.30,77.14,,28.13,31.13,0.07,-0.03,1.00,0.18,0.37,0.06
2025-09-17T13:37:47Z,AS7263,581.49,269.30,77.14,,28.13,31.13,0.07,-0.04,1.00,0.06,0.55,-0.06
2025-09-17T13:37:50Z,AS7263,581.49,269.30,77.14,,28.12,31.12,0.06,-0.04,1.00,0.18,0.37,0.12
2025-09-17T13:37:53Z,AS7263,581.49,269.30,77.14,,28.12,31.12,0.07,-0.04,1.00,0.06,0.43,0.06
2025-09-17T13:37:56Z,AS7263,581.49,269.30,77.14,,28.12,31.12,0.05,-0.04,1.01,0.12,0.37,-0.06
2025-09-17T13:37:59Z,AS7263,581.49,269.30,77.14,,28.11,31.11,0.08,-0.02,1.00,0.18,0.43,0.24
2025-09-17T13:38:02Z,AS7263,581.49,269.30,77.14,,28.11,31.11,0.06,-0.03,1.00,0.06,0.43,-0.12
2025-09-17T13:38:05Z,AS7263,581.49,269.30,77.14,,28.11,31.11,0.06,-0.03,1.00,0.00,0.37,0.00
2025-09-17T13:38:08Z,AS7263,581.49,269.30,77.14,,28.10,31.10,0.07,-0.02,1.00,0.12,0.55,0.00
2025-09-17T13:38:11Z,AS7263,581.49,269.30,77.14,,28.10,31.10,0.06,-0.03,1.00,0.12,0.55,-0.12
2025-09-17T13:38:15Z,AS7263,581.49,269.30,77.14,,28.10,31.10,0.06,-0.03,1.00,0.00,0.49,0.00
2025-09-17T13:38:18Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.07,-0.03,1.00,0.12,0.43,0.00
2025-09-17T13:38:21Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.03,1.00,0.00,0.49,0.06
2025-09-17T13:38:24Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.03,1.00,0.18,0.37,0.00
2025-09-17T13:38:27Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.03,1.00,0.18,0.43,0.00
2025-09-17T13:38:30Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.04,1.00,0.18,0.49,0.18
2025-09-17T13:38:33Z,AS7263,581.49,269.28,77.14,,28.09,31.09,0.06,-0.03,1.00,0.24,0.37,-0.06
2025-09-17T13:38:36Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.07,-0.02,1.00,0.12,0.49,0.00
2025-09-17T13:38:39Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.03,1.00,0.18,0.37,-0.18
2025-09-17T13:38:42Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.07,-0.03,1.00,-0.06,0.43,0.00
2025-09-17T13:38:45Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.07,-0.03,1.00,0.24,0.55,0.00
2025-09-17T13:38:48Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.03,1.00,0.06,0.43,0.00
2025-09-17T13:38:51Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.03,1.00,-0.06,0.37,0.00
2025-09-17T13:38:54Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.07,-0.03,1.00,0.06,0.43,0.00
2025-09-17T13:38:57Z,AS7263,581.49,269.30,77.14,,28.08,31.08,0.06,-0.02,1.00,0.12,0.49,-0.06
2025-09-17T13:39:00Z,AS7263,581.49,269.30,77.14,,28.08,31.08,0.06,-0.03,1.00,0.06,0.55,-0.12
2025-09-17T13:39:03Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.07,-0.03,1.00,0.06,0.61,0.00
2025-09-17T13:39:07Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.04,1.00,0.18,0.49,0.00
2025-09-17T13:39:10Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.03,1.00,0.37,0.55,0.06
2025-09-17T13:39:13Z,AS7263,581.49,269.30,77.14,,28.08,31.08,0.06,-0.03,1.00,-0.06,0.43,0.00
2025-09-17T13:39:16Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.03,1.00,0.12,0.49,0.06
2025-09-17T13:39:19Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.04,1.00,0.00,0.49,0.00
2025-09-17T13:39:22Z,AS7263,581.49,269.30,77.14,,28.08,31.08,0.06,-0.03,1.00,0.00,0.43,0.06
2025-09-17T13:39:25Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.04,1.01,0.12,0.43,0.06
2025-09-17T13:39:28Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.05,-0.04,1.01,0.12,0.37,0.06
2025-09-17T13:39:31Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.06,-0.03,1.00,0.12,0.55,0.06
2025-09-17T13:39:34Z,AS7263,581.49,269.30,77.14,,28.08,31.08,0.06,-0.03,1.00,0.12,0.31,0.06
2025-09-17T13:39:37Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.07,-0.03,1.00,0.00,0.43,-0.12
2025-09-17T13:39:40Z,AS7263,581.49,269.30,77.14,,28.09,31.09,0.07,-0.03,1.00,0.12,0.49,0.00
2025-09-17T13:39:43Z,AS7263,581.49,269.30,77.14,,28.08,31.08,0.06,-0.03,1.01,0.00,0.49,-0.06
2025-09-17T13:39:45Z,AS7263_AVG,581.49,269.30,77.14,,28.10,31.10,0.06,-0.03,1.00,0.10,0.45,0.00
