timestamp,sensorType,glucose,sysBP,diaBP,hr,spo2,skinTemp,bodyTemp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
2025-09-17T18:28:03Z,AS7263,581.49,269.30,77.14,,,27.95,30.95,0.09,-0.04,1.00,-0.06,0.31,-0.12
2025-09-17T18:28:06Z,AS7263,581.49,269.30,77.14,,,27.95,30.95,0.09,-0.03,1.00,-0.12,0.49,0.12
2025-09-17T18:28:09Z,AS7263,581.49,269.30,77.14,,,27.95,30.95,0.07,-0.04,1.00,0.06,0.61,0.12
2025-09-17T18:28:12Z,AS7263,581.49,269.30,77.14,,,27.95,30.95,0.07,-0.04,1.01,-0.06,0.43,-0.06
2025-09-17T18:28:15Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.04,1.00,0.00,0.49,-0.12
2025-09-17T18:28:18Z,AS7263,581.49,269.30,77.14,,,27.95,30.95,0.08,-0.03,1.00,-0.18,0.31,-0.06
2025-09-17T18:28:21Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.04,1.00,0.06,0.43,0.00
2025-09-17T18:28:24Z,AS7263,581.49,269.30,77.14,,,27.95,30.95,0.08,-0.03,1.00,0.12,0.55,0.00
2025-09-17T18:28:27Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.10,-0.03,1.00,0.00,0.55,-0.06
2025-09-17T18:28:30Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.04,1.00,0.18,0.55,0.12
2025-09-17T18:28:33Z,AS7263,581.49,269.30,77.14,,,27.95,30.95,0.08,-0.04,1.00,-0.06,0.37,0.06
2025-09-17T18:28:36Z,AS7263,581.49,269.30,77.14,,,27.95,30.95,0.08,-0.02,1.00,0.06,0.55,0.06
2025-09-17T18:28:39Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.03,1.00,0.00,0.61,0.12
2025-09-17T18:28:42Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.04,1.00,0.00,0.43,0.00
2025-09-17T18:28:46Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.05,1.00,0.00,0.43,0.00
2025-09-17T18:28:49Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.03,1.00,0.00,0.55,0.12
2025-09-17T18:28:52Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.09,-0.03,1.00,0.00,0.55,-0.06
2025-09-17T18:28:55Z,AS7263,581.49,269.30,77.14,,,27.93,30.93,0.08,-0.04,1.00,0.18,0.61,0.00
2025-09-17T18:28:58Z,AS7263,581.49,269.30,77.14,,,27.93,30.93,0.08,-0.04,1.00,0.12,0.61,0.06
2025-09-17T18:29:01Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.04,1.00,0.00,0.49,-0.06
2025-09-17T18:29:04Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.04,1.00,0.12,0.43,0.00
2025-09-17T18:29:07Z,AS7263,581.49,269.30,77.14,,,27.93,30.93,0.07,-0.04,1.00,0.18,0.55,-0.18
2025-09-17T18:29:10Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.04,1.00,0.12,0.49,-0.12
2025-09-17T18:29:13Z,AS7263,581.49,269.30,77.14,,,27.94,30.94,0.08,-0.03,1.00,0.12,0.55,-0.12
2025-09-17T18:29:16Z,AS7263,581.49,269.30,77.14,,,27.93,30.93,0.08,-0.03,1.00,0.06,0.43,0.00
2025-09-17T18:29:19Z,AS7263,581.49,269.30,77.14,,,27.93,30.93,0.08,-0.03,1.00,-0.06,0.43,-0.06
2025-09-17T18:29:22Z,AS7263,581.49,269.30,77.14,,,27.93,30.93,0.08,-0.03,1.00,0.00,0.43,-0.06
2025-09-17T18:29:25Z,AS7263,581.49,269.30,77.14,,,27.93,30.93,0.08,-0.03,1.00,0.00,0.55,0.00
2025-09-17T18:29:28Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.08,-0.04,1.00,0.12,0.49,0.06
2025-09-17T18:29:31Z,AS7263,581.49,269.30,77.14,,,27.93,30.93,0.08,-0.04,1.00,0.06,0.43,0.00
2025-09-17T18:29:35Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.08,-0.04,1.00,0.06,0.43,0.00
2025-09-17T18:29:38Z,AS7263,581.49,269.30,77.14,,,27.93,30.93,0.08,-0.04,1.00,0.06,0.49,0.06
2025-09-17T18:29:41Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.08,-0.04,1.00,0.00,0.61,-0.06
2025-09-17T18:29:44Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.08,-0.04,1.00,0.06,0.61,0.00
2025-09-17T18:29:47Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.08,-0.04,1.00,0.00,0.37,0.00
2025-09-17T18:29:50Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.08,-0.04,1.00,0.06,0.49,-0.12
2025-09-17T18:29:53Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.08,-0.04,1.00,0.12,0.49,0.12
2025-09-17T18:29:56Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.09,-0.03,1.00,0.00,0.55,-0.06
2025-09-17T18:29:59Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.08,-0.04,1.00,0.00,0.67,-0.06
2025-09-17T18:30:02Z,AS7263,581.49,269.30,77.14,,,27.92,30.92,0.08,-0.04,1.00,-0.06,0.43,0.06
2025-09-17T18:30:04Z,Average Blood Pressure and Glucose Readings,581.49,269.30,77.14,,,27.93,30.93,0.08,-0.04,1.00,0.03,0.49,-0.01
2025-09-17T18:30:09Z,MAX30102,,,,,,27.91,30.91,0.08,-0.04,1.00,0.18,0.49,0.06
2025-09-17T18:30:16Z,MAX30102,,,,,,27.91,30.91,0.08,-0.04,1.00,-0.06,0.43,0.06
2025-09-17T18:30:22Z,MAX30102,,,,,,27.91,30.91,0.08,-0.03,1.00,-0.06,0.43,-0.12
2025-09-17T18:30:28Z,MAX30102,,,,,,27.91,30.91,0.09,-0.04,0.96,0.92,5.13,-0.85
2025-09-17T18:30:34Z,MAX30102,,,,,,27.91,30.91,0.08,-0.03,1.00,0.06,0.49,0.00
2025-09-17T18:30:41Z,MAX30102,,,,,,27.91,30.91,0.08,-0.04,1.00,0.00,0.55,0.12
2025-09-17T18:30:47Z,MAX30102,,,,,,27.90,30.90,0.08,-0.03,1.00,0.00,0.61,0.00
2025-09-17T18:30:53Z,MAX30102,,,,,,27.90,30.90,0.08,-0.04,1.00,0.00,0.43,0.06
2025-09-17T18:30:59Z,MAX30102,,,,,,27.91,30.91,0.08,-0.04,1.00,0.00,0.49,0.00
2025-09-17T18:31:06Z,MAX30102,,,,,,27.91,30.91,0.08,-0.04,1.00,0.00,0.49,0.00
2025-09-17T18:31:12Z,MAX30102,,,,,,27.90,30.90,0.08,-0.04,1.00,-0.06,0.43,0.06
2025-09-17T18:31:18Z,MAX30102,,,,,,27.91,30.91,0.08,-0.04,1.00,0.00,0.67,0.00
2025-09-17T18:31:24Z,MAX30102,,,,,,27.91,30.91,0.08,-0.03,1.00,0.12,0.37,-0.06
2025-09-17T18:31:31Z,MAX30102,,,,,,27.91,30.91,0.08,-0.04,1.00,0.12,0.49,0.12
2025-09-17T18:31:37Z,MAX30102,,,,,,27.91,30.91,0.08,-0.04,1.00,0.18,0.55,-0.12
2025-09-17T18:31:43Z,MAX30102,,,,,,27.91,30.91,0.08,-0.03,1.00,-0.12,0.55,-0.06
